Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Days to Ship Actual (bin),Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales (bin),Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
5,7,Shipped Early,6,$5.33 ,-66.70%,Office Supplies,Tampa,United States,Christopher Schild,5,70,1,4/7/2017,US-2017-100930,33614,GBC Instant Index System for Binding Systems,-3.552,2,South,$0 ,5.328,Home Office,4/12/2017,Standard Class,Florida,Binders
6,149,Shipped On Time,6,$106.32 ,47.00%,Office Supplies,Marion,United States,Max Ludwig,5,0,1,4/6/2017,CA-2017-107265,52302,Easy-staple paper,49.9704,3,Central,$0 ,106.32,Home Office,4/12/2017,Standard Class,Iowa,Paper
4,11,Shipped Early,6,$8.10 ,-73.30%,Office Supplies,Chattanooga,United States,Charles Sheldon,4,70,1,4/6/2017,CA-2017-161592,37421,3M Organizer Strips,-5.94,5,South,$0 ,8.1,Corporate,4/10/2017,Standard Class,Tennessee,Binders
1,58,Shipped On Time,1,$41.22 ,27.00%,Technology,New York City,United States,Darrin Sayre,0,0,1,4/4/2017,CA-2017-144848,10009,Panasonic KX - TS880B Telephone,11.1294,1,East,$0 ,41.22,Home Office,4/5/2017,First Class,New York,Phones
1,337,Shipped On Time,1,$240.37 ,3.00%,Office Supplies,New York City,United States,Darrin Sayre,0,0,1,4/4/2017,CA-2017-144848,10009,Premier Automatic Letter Opener,7.2111,1,East,$0 ,240.37,Home Office,4/5/2017,First Class,New York,Supplies
1,167,Shipped On Time,1,$119.02 ,28.00%,Technology,New York City,United States,Darrin Sayre,0,0,1,4/4/2017,CA-2017-144848,10009,LG Electronics Tone+ HBS-730 Bluetooth Headset,33.3256,2,East,$0 ,119.02,Home Office,4/5/2017,First Class,New York,Phones
6,24,Shipped On Time,6,$16.98 ,50.00%,Office Supplies,New York City,United States,Penelope Sewall,5,0,1,4/4/2017,CA-2017-109211,10011,Brown Kraft Recycled Envelopes,8.49,1,East,$0 ,16.98,Home Office,4/10/2017,Standard Class,New York,Envelopes
1,10,Shipped On Time,1,$7.04 ,29.00%,Office Supplies,New York City,United States,Tom Ashbrook,0,0,1,4/4/2017,CA-2017-140536,10035,Newell 326,2.0416,4,East,$0 ,7.04,Home Office,4/5/2017,First Class,New York,Art
4,538,Shipped Early,6,$383.84 ,12.50%,Technology,Des Plaines,United States,Anne McFarland,4,20,1,4/4/2017,CA-2017-157903,60016,Cisco SPA 502G IP Phone,47.98,4,Central,$0 ,383.84,Consumer,4/8/2017,Standard Class,Illinois,Phones
4,36,Shipped Early,6,$25.47 ,30.00%,Furniture,Philadelphia,United States,Katherine Hughes,4,20,1,4/3/2017,CA-2017-131156,19143,Staple-based wall hangings,7.6416,4,East,$0 ,25.472,Consumer,4/7/2017,Standard Class,Pennsylvania,Furnishings
2,10,Shipped Late,1,$7.06 ,31.30%,Office Supplies,Chicago,United States,Sue Ann Reed,1,20,1,4/3/2017,CA-2017-127264,60653,Prang Colored Pencils,2.205,3,Central,$0 ,7.056,Consumer,4/5/2017,First Class,Illinois,Art
5,35,Shipped Early,6,$25.11 ,26.00%,Furniture,Los Angeles,United States,Jamie Frazer,5,0,1,4/2/2017,US-2017-123281,90008,Westinghouse Clip-On Gooseneck Lamps,6.5286,3,West,$0 ,25.11,Consumer,4/7/2017,Standard Class,California,Furnishings
2,577,Shipped Late,1,$411.80 ,17.00%,Furniture,Columbus,United States,Tony Chapman,1,0,1,4/2/2017,CA-2017-121419,31907,Bevis 44 x 96 Conference Tables,70.006,2,South,$0 ,411.8,Home Office,4/4/2017,First Class,Georgia,Tables
2,505,Shipped Late,1,$360.00 ,36.00%,Technology,Columbus,United States,Tony Chapman,1,0,1,4/2/2017,CA-2017-121419,31907,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,129.6,4,South,$0 ,360,Home Office,4/4/2017,First Class,Georgia,Accessories
3,16,Shipped Late,1,$11.12 ,26.00%,Office Supplies,Meriden,United States,Alyssa Tate,2,0,1,4/2/2017,CA-2017-106355,6450,Newell 318,2.8912,4,East,$0 ,11.12,Home Office,4/5/2017,First Class,Connecticut,Art
4,21,Shipped Early,6,$14.94 ,46.00%,Office Supplies,Decatur,United States,Amy Hunt,4,0,1,4/2/2017,CA-2017-145275,35601,Avery 499,6.8724,3,South,$0 ,14.94,Consumer,4/6/2017,Standard Class,Alabama,Labels
3,132,Shipped On Time,3,$94.20 ,25.00%,Office Supplies,Springfield,United States,Adam Shillingsburg,2,0,1,4/1/2017,CA-2017-145877,65807,Hanging Personal Folder File,23.55,6,Central,$0 ,94.2,Consumer,4/4/2017,Second Class,Missouri,Storage
3,40,Shipped On Time,3,$28.40 ,47.00%,Office Supplies,Springfield,United States,Adam Shillingsburg,2,0,1,4/1/2017,CA-2017-145877,65807,Staple envelope,13.348,5,Central,$0 ,28.4,Consumer,4/4/2017,Second Class,Missouri,Envelopes
4,8,Shipped Early,6,$5.78 ,47.00%,Office Supplies,San Francisco,United States,Maribeth Schnelling,4,0,1,4/1/2017,CA-2017-147942,94110,Avery 498,2.7166,2,West,$0 ,5.78,Consumer,4/5/2017,Standard Class,California,Labels
6,60,Shipped On Time,6,$42.93 ,45.00%,Office Supplies,New York City,United States,John Castell,5,0,1,4/1/2017,CA-2017-118360,10011,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",19.3185,9,East,$0 ,42.93,Consumer,4/7/2017,Standard Class,New York,Paper
2,179,Shipped Late,1,$127.95 ,17.00%,Furniture,Florence,United States,George Bell,1,0,1,4/1/2017,CA-2017-129028,29501,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",21.7515,3,South,$0 ,127.95,Corporate,4/3/2017,First Class,South Carolina,Furnishings
2,677,Shipped Late,1,$482.66 ,17.60%,Furniture,San Francisco,United States,Nick Crebassa,1,15,1,4/1/2017,CA-2017-149881,94110,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",85.176,8,West,$478 ,482.664,Corporate,4/3/2017,First Class,California,Bookcases
4,171,Shipped Early,6,$121.68 ,31.30%,Office Supplies,San Francisco,United States,Maribeth Schnelling,4,20,1,4/1/2017,CA-2017-147942,94110,Fellowes Binding Cases,38.025,13,West,$0 ,121.68,Consumer,4/5/2017,Standard Class,California,Binders
2,6728,Shipped Late,1,"$4,799.98 ",7.50%,Technology,San Francisco,United States,Nick Crebassa,1,20,1,4/1/2017,CA-2017-149881,94110,Cubify CubeX 3D Printer Double Head Print,359.9988,2,West,"$4,780 ",4799.984,Corporate,4/3/2017,First Class,California,Machines
3,34,Shipped On Time,3,$23.98 ,-23.80%,Technology,Jacksonville,United States,Barry Französisch,2,20,1,4/1/2017,CA-2017-134495,32216,Mediabridge Sport Armband iPhone 5s,-5.6943,3,South,$0 ,23.976,Corporate,4/4/2017,Second Class,Florida,Phones
3,9,Shipped On Time,3,$6.26 ,32.50%,Office Supplies,Jacksonville,United States,Barry Französisch,2,20,1,4/1/2017,CA-2017-134495,32216,Avery 494,2.0358,3,South,$0 ,6.264,Corporate,4/4/2017,Second Class,Florida,Labels
3,29,Shipped On Time,3,$20.81 ,8.80%,Office Supplies,Jacksonville,United States,Barry Französisch,2,20,1,4/1/2017,CA-2017-134495,32216,Staple holder,1.8207,3,South,$0 ,20.808,Corporate,4/4/2017,Second Class,Florida,Appliances
3,306,Shipped On Time,3,$218.35 ,-8.80%,Furniture,Jacksonville,United States,Barry Französisch,2,20,1,4/1/2017,CA-2017-134495,32216,"Global Wood Trimmed Manager's Task Chair, Khaki",-19.1058,3,South,$0 ,218.352,Corporate,4/4/2017,Second Class,Florida,Chairs
2,42,Shipped Early,3,$29.78 ,27.00%,Furniture,New York City,United States,Chad McGuire,1,0,1,3/31/2017,CA-2017-100524,10011,Tensor Computer Mounted Lamp,8.0406,2,East,$0 ,29.78,Consumer,4/2/2017,Second Class,New York,Furnishings
2,950,Shipped Early,3,$677.58 ,26.00%,Technology,New York City,United States,Chad McGuire,1,0,1,3/31/2017,CA-2017-100524,10011,Polycom SoundPoint IP 450 VoIP phone,176.1708,3,East,$478 ,677.58,Consumer,4/2/2017,Second Class,New York,Phones
2,105,Shipped Early,3,$75.04 ,48.00%,Office Supplies,New York City,United States,Chad McGuire,1,0,1,3/31/2017,CA-2017-100524,10011,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",36.0192,8,East,$0 ,75.04,Consumer,4/2/2017,Second Class,New York,Paper
5,119,Shipped Early,6,$84.95 ,26.00%,Technology,New York City,United States,Denny Ordway,5,0,1,3/31/2017,CA-2017-102771,10035,Spigen Samsung Galaxy S5 Case Wallet,22.087,5,East,$0 ,84.95,Consumer,4/5/2017,Standard Class,New York,Phones
2,85,Shipped Early,3,$61.00 ,42.00%,Furniture,Henderson,United States,Daniel Byrd,1,0,1,3/31/2017,US-2017-159205,42420,Advantus Panel Wall Certificate Holder - 8.5x11,25.62,5,South,$0 ,61,Home Office,4/2/2017,Second Class,Kentucky,Furnishings
2,942,Shipped Early,3,$671.93 ,28.00%,Technology,Henderson,United States,Daniel Byrd,1,0,1,3/31/2017,US-2017-159205,42420,Vtech CS6719,188.1404,7,South,$478 ,671.93,Home Office,4/2/2017,Second Class,Kentucky,Phones
2,48,Shipped Early,3,$34.54 ,50.00%,Office Supplies,Atlanta,United States,Jim Epp,1,0,1,3/31/2017,CA-2017-133263,30318,Ibico Recycled Grain-Textured Covers,17.27,1,South,$0 ,34.54,Corporate,4/2/2017,Second Class,Georgia,Binders
2,4205,Shipped Early,3,"$2,999.95 ",48.00%,Technology,Atlanta,United States,Jim Epp,1,0,1,3/31/2017,CA-2017-133263,30318,Hewlett Packard LaserJet 3310 Copier,1439.976,5,South,"$2,868 ",2999.95,Corporate,4/2/2017,Second Class,Georgia,Copiers
2,90,Shipped Early,3,$64.12 ,48.00%,Office Supplies,Atlanta,United States,Jim Epp,1,0,1,3/31/2017,CA-2017-133263,30318,Avery Recycled Flexi-View Covers for Binding Systems,30.7776,4,South,$0 ,64.12,Corporate,4/2/2017,Second Class,Georgia,Binders
7,42,Shipped Late,6,$29.70 ,27.00%,Office Supplies,Los Angeles,United States,Henry Goldwyn,6,0,1,3/31/2017,US-2017-160143,90004,Acme Tagit Stainless Steel Antibacterial Scissors,8.019,3,West,$0 ,29.7,Corporate,4/7/2017,Standard Class,California,Supplies
4,288,Shipped Early,6,$205.33 ,-17.60%,Furniture,Amarillo,United States,David Smith,4,32,1,3/31/2017,CA-2017-154907,79109,Bush Mission Pointe Library,-36.2352,2,Central,$0 ,205.3328,Corporate,4/4/2017,Standard Class,Texas,Bookcases
5,19,Shipped Late,3,$13.47 ,-170.00%,Office Supplies,Chicago,United States,Emily Grady,5,80,1,3/31/2017,CA-2017-114524,60623,"SlimView Poly Binder, 3/8""",-22.8956,13,Central,$0 ,13.468,Consumer,4/5/2017,Second Class,Illinois,Binders
2,47,Shipped Late,1,$33.62 ,-270.00%,Office Supplies,Arlington,United States,Scott Cohen,1,80,1,3/31/2017,CA-2017-144680,76017,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,-90.774,5,Central,$0 ,33.62,Corporate,4/2/2017,First Class,Texas,Appliances
1,457,Shipped On Time,1,$325.86 ,46.00%,Office Supplies,Oklahoma City,United States,Tony Molinari,0,0,1,3/30/2017,CA-2017-113474,73120,Multimedia Mailers,149.8956,2,Central,$0 ,325.86,Consumer,3/31/2017,First Class,Oklahoma,Envelopes
4,84,Shipped Early,6,$59.76 ,28.00%,Office Supplies,Columbus,United States,Maria Etezadi,4,0,1,3/30/2017,CA-2017-129910,31907,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",16.7328,1,South,$0 ,59.76,Home Office,4/3/2017,Standard Class,Georgia,Storage
0,9,Shipped On Time,0,$6.08 ,34.00%,Office Supplies,Los Angeles,United States,Tom Boeckenhauer,0,0,1,3/30/2017,US-2017-120147,90036,Manco Dry-Lighter Erasable Highlighter,2.0672,2,West,$0 ,6.08,Consumer,3/30/2017,Same Day,California,Art
2,132,Shipped Early,3,$94.20 ,42.00%,Furniture,Lakewood,United States,Alan Barnes,1,0,1,3/30/2017,CA-2017-126634,90712,Flat Face Poster Frame,39.564,5,West,$0 ,94.2,Consumer,4/1/2017,Second Class,California,Furnishings
0,231,Shipped On Time,0,$164.79 ,11.30%,Technology,Los Angeles,United States,Tom Boeckenhauer,0,20,1,3/30/2017,US-2017-120147,90036,AT&T CL83451 4-Handset Telephone,18.5391,1,West,$0 ,164.792,Consumer,3/30/2017,Same Day,California,Phones
4,8,Shipped Early,6,$5.72 ,-83.30%,Office Supplies,Lancaster,United States,Becky Pak,4,70,1,3/30/2017,US-2017-154851,17602,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-4.7625,5,East,$0 ,5.715,Consumer,4/3/2017,Standard Class,Pennsylvania,Binders
4,114,Shipped Late,3,$81.40 ,26.00%,Office Supplies,Lafayette,United States,Roger Demir,4,0,1,3/29/2017,CA-2017-126550,47905,Adjustable Personal File Tote,21.164,5,Central,$0 ,81.4,Consumer,4/2/2017,Second Class,Indiana,Storage
3,18,Shipped Late,1,$12.96 ,49.00%,Office Supplies,Fairfield,United States,Dave Hallsten,2,0,1,3/28/2017,US-2017-147886,94533,Xerox 1975,6.3504,2,West,$0 ,12.96,Corporate,3/31/2017,First Class,California,Paper
3,37,Shipped Late,1,$26.48 ,38.00%,Furniture,Fairfield,United States,Dave Hallsten,2,0,1,3/28/2017,US-2017-147886,94533,DAX Black Cherry Wood-Tone Poster Frame,10.0624,1,West,$0 ,26.48,Corporate,3/31/2017,First Class,California,Furnishings
3,37,Shipped Late,1,$26.72 ,48.00%,Office Supplies,Fairfield,United States,Dave Hallsten,2,0,1,3/28/2017,US-2017-147886,94533,Xerox 1968,12.8256,4,West,$0 ,26.72,Corporate,3/31/2017,First Class,California,Paper
3,28,Shipped Late,1,$20.04 ,48.00%,Office Supplies,Fairfield,United States,Dave Hallsten,2,0,1,3/28/2017,US-2017-147886,94533,Xerox 1977,9.6192,3,West,$0 ,20.04,Corporate,3/31/2017,First Class,California,Paper
3,1115,Shipped Late,1,$795.48 ,1.00%,Office Supplies,Fairfield,United States,Dave Hallsten,2,0,1,3/28/2017,US-2017-147886,94533,SAFCO Boltless Steel Shelving,7.9548,7,West,$478 ,795.48,Corporate,3/31/2017,First Class,California,Storage
3,30,Shipped Late,1,$21.56 ,32.00%,Furniture,Fairfield,United States,Dave Hallsten,2,0,1,3/28/2017,US-2017-147886,94533,Stackable Trays,6.8992,7,West,$0 ,21.56,Corporate,3/31/2017,First Class,California,Furnishings
3,747,Shipped Late,1,$532.72 ,10.00%,Technology,Fairfield,United States,Dave Hallsten,2,20,1,3/28/2017,US-2017-147886,94533,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,53.272,2,West,$478 ,532.72,Corporate,3/31/2017,First Class,California,Machines
5,96,Shipped Early,6,$68.74 ,-70.00%,Office Supplies,Jacksonville,United States,Cyma Kinney,5,70,1,3/28/2017,US-2017-166611,32216,Canvas Sectional Post Binders,-48.1194,9,South,$0 ,68.742,Corporate,4/2/2017,Standard Class,Florida,Binders
4,64,Shipped Early,6,$45.68 ,46.00%,Office Supplies,Fresno,United States,Brendan Dodson,4,0,1,3/27/2017,CA-2017-124716,93727,Xerox 1982,21.0128,2,West,$0 ,45.68,Home Office,3/31/2017,Standard Class,California,Paper
4,156,Shipped Early,6,$110.96 ,48.00%,Office Supplies,Fresno,United States,Brendan Dodson,4,0,1,3/27/2017,CA-2017-124716,93727,Xerox 1913,53.2608,2,West,$0 ,110.96,Home Office,3/31/2017,Standard Class,California,Paper
4,17,Shipped Early,6,$11.94 ,50.00%,Office Supplies,Fresno,United States,Brendan Dodson,4,0,1,3/27/2017,CA-2017-124716,93727,Unpadded Memo Slips,5.97,3,West,$0 ,11.94,Home Office,3/31/2017,Standard Class,California,Paper
2,12,Shipped Early,3,$8.26 ,46.00%,Office Supplies,Richmond,United States,Lena Cacioppo,1,0,1,3/27/2017,CA-2017-113705,23223,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",3.7996,2,South,$0 ,8.26,Consumer,3/29/2017,Second Class,Virginia,Labels
2,25,Shipped Early,3,$17.76 ,50.00%,Office Supplies,Richmond,United States,Lena Cacioppo,1,0,1,3/27/2017,CA-2017-113705,23223,GBC Instant Index System for Binding Systems,8.88,2,South,$0 ,17.76,Consumer,3/29/2017,Second Class,Virginia,Binders
2,467,Shipped Early,3,$332.94 ,3.00%,Office Supplies,Richmond,United States,Lena Cacioppo,1,0,1,3/27/2017,CA-2017-113705,23223,"Carina Mini System Audio Rack, Model AR050B",9.9882,3,South,$0 ,332.94,Consumer,3/29/2017,Second Class,Virginia,Storage
2,409,Shipped Early,3,$292.10 ,20.00%,Furniture,Richmond,United States,Lena Cacioppo,1,0,1,3/27/2017,CA-2017-113705,23223,BPI Conference Tables,58.42,2,South,$0 ,292.1,Consumer,3/29/2017,Second Class,Virginia,Tables
2,289,Shipped Early,3,$206.10 ,27.00%,Technology,Richmond,United States,Lena Cacioppo,1,0,1,3/27/2017,CA-2017-113705,23223,Panasonic KX - TS880B Telephone,55.647,5,South,$0 ,206.1,Consumer,3/29/2017,Second Class,Virginia,Phones
2,25,Shipped Early,3,$17.64 ,46.00%,Office Supplies,Richmond,United States,Lena Cacioppo,1,0,1,3/27/2017,CA-2017-113705,23223,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.1144,4,South,$0 ,17.64,Consumer,3/29/2017,Second Class,Virginia,Paper
2,21,Shipped Early,3,$15.01 ,10.00%,Furniture,Philadelphia,United States,Alejandro Grove,1,20,1,3/27/2017,CA-2017-139416,19120,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",1.5008,2,East,$0 ,15.008,Consumer,3/29/2017,Second Class,Pennsylvania,Furnishings
5,56,Shipped Early,6,$39.99 ,17.50%,Technology,Houston,United States,Caroline Jumper,5,20,1,3/27/2017,CA-2017-144491,77070,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,6.9986,1,Central,$0 ,39.992,Consumer,4/1/2017,Standard Class,Texas,Accessories
5,842,Shipped Early,6,$600.56 ,-1.40%,Furniture,Houston,United States,Caroline Jumper,5,30,1,3/27/2017,CA-2017-144491,77070,Global Deluxe High-Back Manager's Chair,-8.5794,3,Central,$478 ,600.558,Consumer,4/1/2017,Standard Class,Texas,Chairs
5,296,Shipped Early,6,$211.25 ,-31.40%,Furniture,Houston,United States,Caroline Jumper,5,30,1,3/27/2017,CA-2017-144491,77070,"Global Leather & Oak Executive Chair, Burgundy",-66.3916,2,Central,$0 ,211.246,Consumer,4/1/2017,Standard Class,Texas,Chairs
5,1434,Shipped Early,6,"$1,023.33 ",-2.90%,Furniture,Houston,United States,Caroline Jumper,5,32,1,3/27/2017,CA-2017-144491,77070,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",-30.098,5,Central,$956 ,1023.332,Consumer,4/1/2017,Standard Class,Texas,Bookcases
1,168,Shipped On Time,1,$119.96 ,28.00%,Technology,New York City,United States,Gary McGarr,0,0,1,3/26/2017,US-2017-121251,10009,Nokia Lumia 521 (T-Mobile),33.5888,4,East,$0 ,119.96,Consumer,3/27/2017,First Class,New York,Phones
2,28,Shipped Late,1,$19.83 ,30.00%,Office Supplies,Seattle,United States,Maria Zettner,1,0,1,3/26/2017,CA-2017-147144,98105,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",5.949,1,West,$0 ,19.83,Home Office,3/28/2017,First Class,Washington,Art
7,85,Shipped Late,6,$60.84 ,38.00%,Furniture,Dearborn,United States,Michelle Lonsdale,6,0,1,3/26/2017,CA-2017-113208,48126,"Career Cubicle Clock, 8 1/4"", Black",23.1192,3,Central,$0 ,60.84,Corporate,4/2/2017,Standard Class,Michigan,Furnishings
7,75,Shipped Late,6,$53.25 ,39.00%,Technology,Virginia Beach,United States,Evan Minnotte,6,0,1,3/26/2017,CA-2017-162033,23464,Memorex Froggy Flash Drive 8 GB,20.7675,3,South,$0 ,53.25,Home Office,4/2/2017,Standard Class,Virginia,Accessories
7,5,Shipped Late,6,$3.76 ,35.00%,Office Supplies,Virginia Beach,United States,Evan Minnotte,6,0,1,3/26/2017,CA-2017-162033,23464,Staples,1.316,2,South,$0 ,3.76,Home Office,4/2/2017,Standard Class,Virginia,Fasteners
1,361,Shipped On Time,1,$257.57 ,-11.30%,Furniture,New York City,United States,Gary McGarr,0,20,1,3/26/2017,US-2017-121251,10009,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",-28.9764,2,East,$0 ,257.568,Consumer,3/27/2017,First Class,New York,Bookcases
4,202,Shipped Early,6,$143.96 ,1.30%,Technology,Houston,United States,Heather Kirkland,4,20,1,3/26/2017,US-2017-141677,77070,Sony 64GB Class 10 Micro SDHC R40 Memory Card,1.7995,5,Central,$0 ,143.96,Corporate,3/30/2017,Standard Class,Texas,Accessories
4,3364,Shipped Early,6,"$2,399.96 ",23.80%,Technology,Houston,United States,Heather Kirkland,4,20,1,3/26/2017,US-2017-141677,77070,Canon PC1080F Personal Copier,569.9905,5,Central,"$2,390 ",2399.96,Corporate,3/30/2017,Standard Class,Texas,Copiers
4,104,Shipped Early,6,$74.35 ,31.30%,Office Supplies,Houston,United States,Heather Kirkland,4,20,1,3/26/2017,US-2017-141677,77070,Xerox 1951,23.235,3,Central,$0 ,74.352,Corporate,3/30/2017,Standard Class,Texas,Paper
4,45,Shipped Early,6,$32.23 ,7.50%,Office Supplies,Houston,United States,Heather Kirkland,4,20,1,3/26/2017,US-2017-141677,77070,"Neat Ideas Personal Hanging Folder Files, Black",2.4174,3,Central,$0 ,32.232,Corporate,3/30/2017,Standard Class,Texas,Storage
4,122,Shipped Early,6,$87.17 ,-260.00%,Office Supplies,Houston,United States,Heather Kirkland,4,80,1,3/26/2017,US-2017-141677,77070,Belkin 5 Outlet SurgeMaster Power Centers,-226.6368,8,Central,$0 ,87.168,Corporate,3/30/2017,Standard Class,Texas,Appliances
1,247,Shipped On Time,1,$176.04 ,26.00%,Office Supplies,Fresno,United States,Christina VanderZanden,0,0,1,3/25/2017,US-2017-117534,93727,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,45.7704,4,West,$0 ,176.04,Consumer,3/26/2017,First Class,California,Appliances
1,22,Shipped On Time,1,$16.02 ,28.00%,Office Supplies,Fresno,United States,Christina VanderZanden,0,0,1,3/25/2017,US-2017-117534,93727,Staples in misc. colors,4.4856,9,West,$0 ,16.02,Consumer,3/26/2017,First Class,California,Art
6,128,Shipped On Time,6,$90.99 ,16.00%,Furniture,Milwaukee,United States,Justin Deggeller,5,0,1,3/25/2017,CA-2017-155880,53209,Global Highback Leather Tilter in Burgundy,14.5584,1,Central,$0 ,90.99,Corporate,3/31/2017,Standard Class,Wisconsin,Chairs
6,2140,Shipped On Time,6,"$1,526.56 ",28.00%,Furniture,Milwaukee,United States,Justin Deggeller,5,0,1,3/25/2017,CA-2017-155880,53209,"Lifetime Advantage Folding Chairs, 4/Carton",427.4368,7,Central,"$1,434 ",1526.56,Corporate,3/31/2017,Standard Class,Wisconsin,Chairs
6,517,Shipped On Time,6,$368.97 ,11.00%,Furniture,Milwaukee,United States,Justin Deggeller,5,0,1,3/25/2017,CA-2017-155880,53209,"Global High-Back Leather Tilter, Burgundy",40.5867,3,Central,$0 ,368.97,Corporate,3/31/2017,Standard Class,Wisconsin,Chairs
